"","Comparison","diff","lwr","upr","p adj"
"1","30:L-27:L",1.566056538,0.224747068927194,2.90736600707281,0.0237193422128914
"2","27:R-27:L",3.56486163166667,2.22355216259386,4.90617110073947,0.000128973735632143
"3","30:R-27:L",3.42277746366667,2.08146799459386,4.76408693273947,0.00017283658668743
"4","27:R-30:L",1.99880509366667,0.657495624593862,3.34011456273947,0.00612549317547173
"5","30:R-30:L",1.85672092566667,0.515411456593861,3.19803039473947,0.00942119767452709
"6","30:R-27:R",-0.142084168000001,-1.48339363707281,1.1992253010728,0.985580921705515
